report_id,equipment,report_text,failure_type,severity,action_taken
689,Air Compressor AC-289,"Inspection found a loose pipe fitting on the air compressor ac-289; air leakage was audible under continuous demand, and the pneumatic system was isolated. Corrective work was completed: the pressure circuit was inspected.",Pneumatic,Low,the pressure circuit was inspected
559,Compressed-Air Line AL-159,"Maintenance personnel reported the pneumatic circuit became unstable on the compressed-air line al-159 while the compressor was loaded. Investigation identified a faulty pressure regulator, and the actuator stopped. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Low,the pneumatic seal was renewed
911,Cooling Unit CU-261,"Inspection found a defective pressure valve on the cooling unit cu-261; thermal reading fluctuated during a routine temperature check, and operator intervention was required. Corrective work was completed: the cooling passage was cleared.",Thermal,Critical,the cooling passage was cleared
952,Oil Cooler OC-302,"The oil cooler oc-302 developed a fault linked to uneven heat distribution. Heat transfer efficiency dropped during extended operation, so an emergency alarm was triggered. Corrective work was completed: the pressure valve was inspected.",Thermal,Low,the pressure valve was inspected
761,Process Heater PH-111,"Maintenance personnel reported temperature rose above the permitted limit on the process heater ph-111 during peak production. Investigation identified a blocked cooling passage, and the line operated at reduced capacity. Corrective work was completed: heat distribution was recalibrated.",Thermal,Low,heat distribution was recalibrated
121,Gearbox GB-221,"Inspection found a worn bearing on the gearbox gb-221; belt tracking deviation under variable load, and the equipment was isolated. Corrective work was completed: the seal was renewed.",Mechanical,High,the seal was renewed
715,Pressure Regulator PR-315,"Maintenance personnel reported pressure could not be maintained on the pressure regulator pr-315 after filter replacement. Investigation identified moisture accumulation, and cycle time increased. Corrective work was completed: the leaking hose was replaced.",Pneumatic,Medium,the leaking hose was replaced
410,Distribution Board DB-260,"A fault was detected on the distribution board db-260 because of a loose terminal. Repeated electrical trips occurred while accelerating, resulting in production capacity was reduced. Corrective work was completed: the motor winding was inspected.",Electrical,Low,the motor winding was inspected
775,Thermal Reactor TR-125,"Inspection found restricted coolant flow on the thermal reactor tr-125; cooling performance deteriorated after a cooling-system restart, and the line operated at reduced capacity. Corrective work was completed: the cooling passage was cleared.",Thermal,Medium,the cooling passage was cleared
723,Pressure Regulator PR-323,"Maintenance personnel reported the compressor cycled frequently on the pressure regulator pr-323 when multiple actuators operated together. Investigation identified a cracked air line, and machine speed was reduced. Corrective work was completed: the pneumatic seal was renewed.",Pneumatic,Medium,the pneumatic seal was renewed
392,Electrical Cabinet EC-242,"The electrical cabinet ec-242 developed a fault linked to an overloaded circuit. Repeated electrical trips occurred after the equipment was restarted, so the equipment remained unavailable. Corrective work was completed: the cable termination was corrected.",Electrical,Medium,the cable termination was corrected
294,Starter ST-144,"A fault was detected on the starter st-144 because of voltage fluctuation. The unit failed to start while accelerating, resulting in production capacity was reduced. Corrective work was completed: the overload was corrected.",Electrical,Critical,the overload was corrected
949,Thermal Chamber TC-299,"Maintenance personnel reported pressure increased unexpectedly on the thermal chamber tc-299 while operating at high pressure. Investigation identified restricted coolant flow, and the process temperature became unstable. Corrective work was completed: fuel input was adjusted.",Thermal,High,fuel input was adjusted
944,Steam Generator SG-294,"The steam generator sg-294 developed a fault linked to insufficient heat dissipation. The unit could not maintain the set temperature after a cooling-system restart, so the equipment was taken offline. Corrective work was completed: heat distribution was recalibrated.",Thermal,High,heat distribution was recalibrated
148,Roller Assembly RA-248,"A fault was detected on the roller assembly ra-248 because of a loose mounting bolt. Uneven rotation after recent maintenance, resulting in the line operated at reduced speed. Corrective work was completed: mounting hardware was tightened.",Mechanical,Medium,mounting hardware was tightened
637,Air Receiver AR-237,"Inspection found excessive pressure loss on the air receiver ar-237; the pneumatic circuit became unstable during repeated actuator cycles, and machine speed was reduced. Corrective work was completed: the moisture separator was serviced.",Pneumatic,Low,the moisture separator was serviced
335,Power Supply PS-185,"Inspection found a failed contactor on the power supply ps-185; intermittent power loss occurred while accelerating, and the operator isolated the equipment. Corrective work was completed: the contactor was replaced.",Electrical,Critical,the contactor was replaced
897,Steam Generator SG-247,"Maintenance personnel reported cooling performance deteriorated on the steam generator sg-247 during startup heating. Investigation identified a blocked cooling passage, and the unit was isolated for inspection. Corrective work was completed: the cooling circuit was cleaned.",Thermal,Critical,the cooling circuit was cleaned
